latitude; longitude; gravity; height; topo
-31.20000;274.00000;979415.45508;0.00000;-3860.76041
-31.40000;274.00000;979431.52982;0.00000;-3740.78537
-31.60000;274.00000;979441.04212;0.00000;-3949.83806
-31.80000;274.00000;979451.29249;0.00000;-4114.58588
-32.00000;274.00000;979474.98808;0.00000;-3877.88953
-32.20000;274.00000;979488.72372;0.00000;-4055.92514
-32.40000;274.00000;979505.14812;0.00000;-3929.54384
-32.60000;274.00000;979531.09071;0.00000;-3627.83400
-32.80000;274.00000;979541.13081;0.00000;-3819.86913
-33.00000;274.00000;979551.94587;0.00000;-4012.57035
-33.20000;274.00000;979571.65714;0.00000;-3709.79676
-33.40000;274.00000;979588.39438;0.00000;-3910.95973
-33.60000;274.00000;979607.30651;0.00000;-3854.91977
-33.80000;274.00000;979621.99316;0.00000;-3922.77926
-34.00000;274.00000;979641.66452;0.00000;-3877.28365
-34.20000;274.00000;979652.86726;0.00000;-4038.76768
-34.40000;274.00000;979673.12687;0.00000;-3934.10418
-34.60000;274.00000;979697.28316;0.00000;-3763.39183
-34.80000;274.00000;979712.94972;0.00000;-3909.17319
-35.00000;274.00000;979722.94897;0.00000;-4067.02703
-35.20000;274.00000;979741.97614;0.00000;-4022.69488
-35.40000;274.00000;979762.51195;0.00000;-3891.98092
-35.60000;274.00000;979775.18114;0.00000;-3967.82279
-35.80000;274.00000;979795.72859;0.00000;-3860.69058
-36.00000;274.00000;979800.22370;0.00000;-4213.28699
-36.20000;274.00000;979804.02285;0.00000;-4232.41647
-36.40000;274.00000;979852.91949;0.00000;-3872.54332
-36.60000;274.00000;979868.89780;0.00000;-3743.50931
-36.80000;274.00000;979884.23671;0.00000;-3736.78626
-37.00000;274.00000;979897.65977;0.00000;-3863.84121
-37.20000;274.00000;979913.32619;0.00000;-3775.46638
-37.40000;274.00000;979936.90447;0.00000;-3616.13359
-37.60000;274.00000;979954.99246;0.00000;-3461.08040
-37.80000;274.00000;979950.15082;0.00000;-4889.76505
-38.00000;274.00000;979979.82545;0.00000;-3804.82029
-12.00000;274.20000;978251.77418;0.00000;-4276.44334
-12.20000;274.20000;978257.44709;0.00000;-4326.88513
-12.40000;274.20000;978267.27406;0.00000;-4210.25029
-12.60000;274.20000;978264.62748;0.00000;-4537.49010
-12.80000;274.20000;978283.63260;0.00000;-4293.03734
-13.00000;274.20000;978294.23743;0.00000;-4092.25466
-13.20000;274.20000;978273.29883;0.00000;-4632.99442
-13.40000;274.20000;978292.50906;0.00000;-4709.39711
-13.60000;274.20000;978304.37633;0.00000;-4588.62237
-13.80000;274.20000;978317.82601;0.00000;-4359.80580
-14.00000;274.20000;978321.55074;0.00000;-4672.89480
-14.20000;274.20000;978330.97007;0.00000;-4610.83404
-14.40000;274.20000;978336.70866;0.00000;-4646.94919
-14.60000;274.20000;978349.74715;0.00000;-4639.39988
-14.80000;274.20000;978356.33351;0.00000;-4651.67855
-15.00000;274.20000;978366.87292;0.00000;-4675.43153
-15.20000;274.20000;978378.83594;0.00000;-4656.02001
-15.40000;274.20000;978388.51240;0.00000;-4626.60929
-15.60000;274.20000;978397.27095;0.00000;-4622.32509
-15.80000;274.20000;978407.55824;0.00000;-4531.58580
-16.00000;274.20000;978412.77293;0.00000;-4496.18622
-16.20000;274.20000;978423.08399;0.00000;-4544.07003
-16.40000;274.20000;978438.70869;0.00000;-4468.67040
-16.60000;274.20000;978444.97240;0.00000;-4593.44364
-16.80000;274.20000;978451.56077;0.00000;-4602.94802
-17.00000;274.20000;978464.48732;0.00000;-4587.76058
-17.20000;274.20000;978484.86813;0.00000;-4313.21344
-17.40000;274.20000;978490.24799;0.00000;-4263.99449
-17.60000;274.20000;978502.86239;0.00000;-4399.84201
-17.80000;274.20000;978514.05591;0.00000;-4374.68566
-18.00000;274.20000;978517.03028;0.00000;-4502.58152
-18.20000;274.20000;978528.86786;0.00000;-4405.23909
-18.40000;274.20000;978542.41150;0.00000;-4290.79899
-18.60000;274.20000;978553.01845;0.00000;-4366.99378
-18.80000;274.20000;978569.78558;0.00000;-4273.83500
-19.00000;274.20000;978579.53212;0.00000;-4338.40790
-19.20000;274.20000;978591.82465;0.00000;-4416.51675
-19.40000;274.20000;978603.84460;0.00000;-4445.28358
-19.60000;274.20000;978613.86703;0.00000;-4430.78299
-19.80000;274.20000;978625.02733;0.00000;-4450.52408
-20.00000;274.20000;978635.49048;0.00000;-4365.82386
-20.20000;274.20000;978645.95314;0.00000;-4406.58916
-20.40000;274.20000;978655.63671;0.00000;-4427.92400
-20.60000;274.20000;978667.46273;0.00000;-4456.49609
-20.80000;274.20000;978681.57235;0.00000;-4365.05601
-21.00000;274.20000;978692.66300;0.00000;-4299.75327
-21.20000;274.20000;978709.75412;0.00000;-4199.19685
-21.40000;274.20000;978721.11300;0.00000;-4179.17055
-21.60000;274.20000;978737.82379;0.00000;-4051.53085
-21.80000;274.20000;978747.14370;0.00000;-4146.66145
-22.00000;274.20000;978760.27212;0.00000;-4166.66927
-22.20000;274.20000;978767.53203;0.00000;-4110.38986
-22.40000;274.20000;978785.41202;0.00000;-4000.54777
-22.60000;274.20000;978793.26324;0.00000;-4066.72002
-22.80000;274.20000;978815.85413;0.00000;-3856.75669
-23.00000;274.20000;978827.95568;0.00000;-3993.84218
-23.20000;274.20000;978834.87025;0.00000;-4001.92017
-23.40000;274.20000;978850.57807;0.00000;-3763.74174
